X1,X2,X3,X4,X5,val-esp
0.23,2.79,2.07,-1.05,-0.3,0.418420485
-2.87,1.9,-3.54,3.01,-3.8,-220.79480556
-2.86,-0.43,-1.23,2.93,-1.5,6.64811433
-2.85,2.69,-2.71,-4.69,1.64,-159.80233529400002
-1.73,-3.81,-2.07,2.19,-2.78,83.0673460062
2.68,0.8,-2.15,-1.16,-1.08,-5.7749068800000005
1.31,1.21,2.0,2.7,0.4,3.4238160000000004
-3.71,2.63,-4.72,4.32,-1.75,-348.17168736
2.66,1.25,2.24,-0.54,-3.57,14.358254400000002
-2.56,3.64,-1.67,-4.51,-4.74,332.6692841472
-1.2,-3.45,4.13,0.77,1.84,24.22472976
-3.59,-2.21,3.7,0.46,3.74,50.503081772
-0.24,3.05,-0.94,-2.44,1.83,-3.0724148159999998
-1.12,-4.74,4.82,-1.7,4.25,-184.87630560000002
3.59,-0.36,3.02,0.28,2.08,-2.2731351552000003
1.98,-1.16,-3.95,1.42,3.04,39.163563648
0.5,-3.28,-4.44,-0.91,-4.04,26.770074240000003
-2.55,-0.04,-3.94,-2.15,0.33,0.28513385999999996
1.38,2.12,-4.7,-1.32,-4.23,-76.776286752
0.95,-2.89,-1.13,-4.9,-1.4,21.2825669
-3.87,3.66,-2.11,-1.59,4.93,-234.27100967940004
2.86,-3.19,-3.34,-0.34,0.5,-5.18026652
-4.3,4.06,4.31,3.51,0.29,-76.59084724199997
-4.36,2.47,-0.55,-4.39,0.97,-25.222166398000006
4.72,0.04,3.92,0.57,2.31,0.9744844032
1.15,0.84,-0.72,4.24,3.87,-11.412648576
3.39,0.36,0.17,-0.23,-3.91,0.18657597240000004
2.82,1.16,-3.5,-0.76,-2.62,-22.797647039999998
2.81,2.08,3.43,0.0,-0.2,-0.0
-2.12,4.18,-3.52,3.76,-0.89,-104.3836930048
1.22,-4.69,-1.82,-2.7,-4.08,114.71705481600002
-3.42,-4.97,-3.62,2.47,-3.29,500.0160172644
4.39,3.22,0.21,-4.85,0.96,-13.821419807999998
3.2,-2.38,-3.58,4.91,-4.78,-639.910668544
-0.12,-3.83,-3.43,0.15,3.27,-0.7732379340000001
3.12,3.46,-1.23,1.56,-1.66,34.3849574016
0.32,0.58,-0.82,-4.77,1.46,1.0598955263999998
1.86,-4.62,2.99,-1.25,3.0,96.35125500000004
-4.16,1.81,3.38,-1.29,-2.83,-92.9104902336
1.84,-2.79,4.28,-2.08,4.97,227.1357623808
-4.92,1.53,-0.06,-4.72,0.74,-1.5775440767999998
4.17,-1.47,-4.55,2.99,-1.8,-150.10960419
-3.77,4.32,-4.59,-2.38,-3.64,647.6138428032001
-4.96,2.7,3.72,-2.86,-4.51,-642.5855504640001
-1.07,-0.76,-0.48,4.78,2.61,-4.8697538688
-4.18,-4.77,2.26,0.0,-0.95,-0.0
1.46,1.13,4.88,0.97,0.2,1.5618986559999997
1.49,0.97,3.41,-1.18,3.73,-21.6921810622
-2.29,0.43,-2.82,0.32,-2.92,-2.5946923776
4.86,-1.56,-4.76,4.73,-1.24,-211.66577752320003
2.42,-3.89,3.48,-1.58,3.5,181.16293272000001
0.83,2.64,0.42,0.7,3.99,2.570409072
3.34,-3.99,2.81,-1.51,1.56,88.2119104776
4.15,0.33,3.45,-4.62,0.47,-10.259376435000002
-2.07,3.23,4.03,-4.82,4.93,640.2828530358
4.93,0.03,1.4,4.47,-2.12,-1.9621833839999996
2.41,1.77,-4.25,4.36,1.58,-124.88860518000001
1.12,3.7,3.58,2.32,3.0,103.25521920000003
0.61,0.15,3.79,-3.83,0.25,-0.3320466375
-0.79,3.73,-4.76,-1.75,2.24,-54.983064640000016
3.13,1.24,-0.61,-0.33,-3.43,-2.6798094708
1.44,-0.31,-1.48,-1.5,-3.98,3.9442118399999995
-1.08,1.36,-0.55,-4.93,4.2,-16.72713504
0.6,-2.57,2.6,2.53,-3.18,32.25561767999999
-0.79,0.58,2.19,3.29,2.81,-9.276868864199999
2.17,-1.43,-0.32,4.03,-2.65,-10.604658064
0.31,-1.28,1.15,-0.85,-0.8,-0.31029759999999995
-1.03,-4.63,-2.24,2.29,3.37,-82.43879161280002
0.48,-1.78,0.25,-0.58,-0.93,-0.11521583999999999
-0.3,3.5,-4.55,1.36,1.9,12.345059999999998
4.48,1.85,-3.33,-3.69,1.34,136.46621318400003
3.87,3.39,-1.77,-4.97,-2.53,-291.98520053010003
3.55,-4.81,2.8,0.84,-0.52,20.884019519999995
-2.09,3.16,0.92,-3.92,-0.05,-1.190905408
-4.73,2.02,4.46,-0.02,-3.49,-2.9744234168000006
0.55,3.96,2.92,-1.17,4.32,-32.144770943999994
-3.95,-4.08,-1.43,-1.06,-2.83,-69.133030824
-2.3,1.73,2.25,0.61,3.68,-20.097133200000002
-0.49,4.32,3.56,-3.12,0.35,8.229102336
-2.3,-2.21,4.32,2.98,-1.09,-71.32579459200001
-3.97,1.66,-4.91,-2.35,-4.24,322.4139362480001
1.18,-4.79,-4.28,-4.76,0.83,-95.5754463328
3.67,1.59,3.54,-1.99,1.31,-53.8506342378
3.22,2.08,-0.52,1.44,2.47,-12.387452313600003
1.32,1.79,-2.36,-4.9,-2.77,-75.685871184
0.53,4.19,-2.46,-3.49,1.96,37.36857164880001
4.22,4.06,0.5,-2.79,3.91,-93.45218274
1.19,-3.09,4.88,-0.84,2.38,35.87414060159999
-0.48,-1.74,0.62,4.98,-2.88,-7.4268389375999995
0.36,4.21,-3.4,3.24,-0.58,9.683592767999999
4.17,-0.37,-2.13,1.2,-1.23,-4.850692452
2.89,-1.36,3.99,-1.63,-2.95,-75.40832031600002
-4.28,0.16,0.26,-0.02,-4.49,-0.0159887104
1.3,4.14,1.49,0.11,2.27,2.0023892459999995
-0.14,-0.8,1.5,-1.57,-4.23,1.1157048000000003
3.97,-1.85,4.05,-3.65,-3.19,-346.33852728749997
-4.83,2.99,4.42,0.04,-4.96,12.6643310976
1.79,-3.71,-0.6,3.04,4.66,56.446587456
-3.84,-2.61,1.19,1.97,-0.96,-22.5556918272
-2.02,-4.75,2.39,2.5,1.1,63.06313750000002
-2.57,-2.74,-2.11,0.46,-0.91,6.219641682800001
-0.39,-0.35,-1.31,-0.73,0.01,0.0013053494999999999
-0.88,3.53,2.64,0.95,-3.48,27.112162176
-4.03,3.58,-0.43,2.09,-3.09,-40.0646445342
0.35,-3.1,4.23,-2.94,0.36,4.8575797199999995
-3.41,4.49,2.62,1.53,-3.08,189.03584311920005
-4.57,-4.26,0.06,4.53,3.56,18.8375860656
4.9,4.98,-0.64,1.55,0.16,-3.873085440000001
-4.63,2.66,0.9,4.0,1.04,-46.11035520000001
-2.78,-0.24,0.74,-4.66,4.74,-10.9056615552
4.23,-4.2,1.58,1.77,4.0,-198.73758240000004
0.14,-2.85,3.53,4.0,-3.15,17.746722000000002
2.47,4.66,4.33,-3.17,2.77,-437.63273272940006
3.85,-1.38,3.13,1.81,2.35,-70.734386415
0.18,-3.99,-2.58,1.51,1.37,3.833210077200001
-2.22,1.09,1.69,2.34,-0.45,4.306203485999999
4.5,2.59,-4.33,-4.47,3.97,895.567251285
2.61,-3.17,4.98,3.85,-4.06,644.044499406
0.07,0.8,0.96,-0.04,3.11,-0.006687744000000001
-2.47,1.76,4.03,1.35,2.69,-63.621032904
2.45,-1.34,3.88,1.57,3.19,-63.79592573200001
1.45,0.14,2.1,-4.41,0.34,-0.6391942200000001
-1.48,-3.35,-3.09,-4.71,3.38,243.89483835599995
-4.51,1.0,-3.8,4.13,0.4,28.311976
-2.73,2.11,-3.82,-1.1,2.22,-53.734612932000005
3.0,2.12,-2.91,-4.03,2.07,154.39224996000002
-0.24,4.72,3.7,-4.14,-0.58,-10.064293631999996
-3.57,3.01,4.27,-2.53,1.55,179.93465108849995
3.77,-0.27,-0.31,-2.04,-4.84,3.1156046064000003
2.77,2.01,-4.45,-4.88,-1.9,-229.72552907999997
4.92,1.92,2.24,-0.47,-1.33,13.227075993599998
2.77,4.18,2.33,4.6,4.64,575.821377472
-1.94,3.85,4.48,-3.97,-1.87,-248.41200876800002
-2.54,-3.0,-0.59,-2.71,2.94,35.81983692
3.52,4.31,4.76,0.55,-0.89,-35.349199424
1.81,0.38,-4.57,-4.42,-2.86,-39.734401335200005
-1.69,-0.87,2.18,-4.94,0.72,-11.4004474272
-3.53,-4.56,1.04,1.07,1.08,19.3455205632
-4.09,3.02,0.54,0.07,2.4,-1.120555296
4.61,1.14,3.42,-3.94,3.11,-220.23609279119998
1.64,4.28,4.01,-3.12,-4.39,385.52372002559997
-4.34,0.1,-2.84,-0.48,-1.45,0.8578617599999999
1.25,-2.73,-4.73,0.91,4.46,65.510369925
4.91,4.12,-3.15,-1.73,-4.81,-530.249712174
3.51,-3.45,1.67,-3.87,4.29,335.7460715895
1.67,-3.99,-2.77,-4.3,3.12,-247.62368685600006
-1.91,1.43,4.56,1.1,-0.94,12.878188751999998
2.09,-0.27,0.66,3.86,-0.94,1.3513540392
2.22,-4.38,3.38,-0.01,4.6,1.511825328
-0.09,-4.45,4.6,-0.02,-0.36,0.013264560000000002
4.23,0.63,4.26,4.77,-2.58,-139.7103565284
-4.58,-4.82,-3.52,2.19,0.05,-8.508819264000001
-4.43,3.48,3.96,-2.89,-2.01,-354.6272108016
4.4,0.05,4.57,2.64,1.01,2.6807985600000013
2.48,-1.41,-3.04,3.11,2.7,89.262393984
-3.18,1.11,2.11,-0.51,-3.44,-13.0665571632
-1.56,4.54,2.82,1.47,-1.75,51.378916679999996
-0.61,-1.74,4.52,1.2,-2.19,-12.607903583999997
3.8,-1.42,-4.59,-0.63,3.13,-48.839309316
-3.28,3.59,-0.85,-3.56,1.42,-50.597092383999986
0.96,-2.6,-3.3,-4.33,-1.82,64.91092608
0.11,0.45,-0.17,-2.48,1.64,0.034225488
3.35,0.75,-3.42,0.68,-2.79,16.302165300000002
3.3,-2.42,1.82,0.44,-1.16,7.418419008
-0.02,0.77,4.11,-3.18,2.5,0.5031873
-0.2,2.26,-1.36,0.42,-0.32,-0.082618368
-2.36,-2.38,-3.7,-4.13,3.71,318.430490168
-1.91,-1.76,-1.62,-2.91,-0.52,-8.2405724544
-4.29,0.66,-0.59,4.14,4.04,27.940549665600003
2.06,1.69,4.72,3.57,4.1,240.51822849599995
-1.18,0.88,3.38,-0.82,1.83,5.266793875199999
3.87,0.04,4.81,1.98,-4.36,-6.4278792864000005
-1.25,4.59,3.32,4.67,-3.14,279.32339429999996
2.26,0.57,-1.99,0.47,-1.22,1.4699212211999997
3.66,3.45,4.42,1.67,0.24,22.369185071999997
3.28,2.27,-2.5,-2.84,4.5,237.88692
2.06,-3.17,-4.0,-2.35,1.9,-116.62937199999999
0.86,-4.76,-4.03,0.69,-1.99,-22.6523163048
-2.97,0.03,-2.48,-0.58,-4.81,0.6164565263999999
-4.77,-0.2,-4.18,-2.71,4.93,53.27713551599999
-4.69,-0.93,3.66,-4.24,-3.19,215.92027084320006
-3.15,-3.9,4.98,4.97,-4.97,-1511.18377137
0.24,3.24,2.1,0.14,0.58,0.13259635200000003
0.54,-0.31,3.14,0.41,-0.33,0.07111855080000001
2.25,4.07,4.9,4.54,2.34,476.69952330000007
4.96,4.3,4.22,3.03,3.21,875.4074614079998
-2.64,-0.89,-0.62,-4.71,1.41,9.674435707199999
3.85,-3.86,3.38,2.25,-3.4,384.260877
1.98,-4.46,4.28,-0.5,-4.32,-81.63897984000002
-0.38,3.91,2.69,-1.25,-4.99,-24.930052475
0.53,1.11,2.84,-3.2,0.59,-3.1544175360000004
-4.46,3.26,-4.82,2.95,-1.39,-287.366615636
-3.04,-2.27,-0.63,-2.8,-1.54,-18.746437248
0.06,-3.07,-2.36,-3.1,1.73,-2.3313604559999996
4.21,2.01,-3.75,-1.56,3.94,195.04294289999999
3.66,4.71,-3.9,4.27,1.05,-301.42812609
2.76,-1.95,-1.72,3.88,0.31,11.134367712
-2.49,-3.87,-1.34,4.46,0.85,-48.951825822
0.67,2.53,-3.34,-3.64,-0.94,-19.3718468944
3.0,-2.6,2.03,-2.95,-3.18,-148.538754
3.71,4.32,-4.79,2.5,-3.16,606.4852752
4.98,3.58,-1.03,3.71,0.14,-9.537873088800003
2.85,2.08,2.34,-3.57,2.69,-133.212368016
-1.47,3.29,-3.84,-3.55,0.65,-42.853487040000005
2.71,3.98,-4.1,-4.87,-1.5,-323.04010289999997
3.89,0.03,-0.06,-2.66,0.14,0.0026075448000000005
-1.91,-0.98,0.98,4.55,-1.77,-14.773050473999998
-2.12,1.14,-2.05,-4.73,-3.21,75.22474885199999
-1.76,3.69,3.09,-2.29,-1.38,-63.41793289919999
-0.38,-1.97,-2.12,-1.65,-0.68,-1.7806499040000001
3.03,3.75,-0.32,1.87,4.36,-29.645035200000002
-2.12,0.36,-1.86,-0.97,2.1,-2.8916274240000006
2.11,1.53,1.51,1.0,-2.24,-10.91940192
-2.68,-3.93,-0.18,1.53,-3.43,9.949136752800001
-3.8,0.19,4.96,-3.71,1.87,24.844736224000002
-4.66,1.31,-4.88,4.25,-0.4,-50.643761600000005
0.52,1.29,-0.88,2.95,-3.39,5.903335152000001
2.31,-4.05,-4.87,0.93,-3.43,-145.33594302150001
0.69,-2.4,3.38,-1.11,4.52,28.082673216
-3.06,0.09,0.12,3.7,-3.64,0.44509046399999996
4.02,2.49,-4.7,1.33,-4.28,267.80499194400005
1.42,-0.85,-4.82,1.63,-2.2,-20.86241564
-2.59,-0.54,-0.78,3.1,-4.97,16.807619556
-0.58,-2.5,-0.17,-1.63,4.98,2.0009391
-2.79,-3.25,4.14,1.56,-3.03,-177.44147225999998
4.0,-2.46,-3.82,2.64,-4.46,-442.58556672
0.75,2.53,-0.15,1.88,-4.95,2.6487202499999993
-2.06,3.66,4.53,-2.67,1.34,122.19756938640002
-0.39,-2.51,3.63,0.47,-1.69,-2.8224711800999995
0.35,3.14,3.34,-3.48,-4.03,51.478804104
-3.05,4.8,3.09,-1.36,-2.91,-179.03232576
4.38,0.1,4.58,-3.61,0.34,-2.462213496
0.73,-3.83,-0.85,2.59,3.92,24.128281492
-1.72,-0.54,-4.2,-2.8,-4.0,-43.690752
