X1,X2,X3,X4,X5,val-esp
-1.72,-2.73,4.16,0.97,-3.26,-61.7694534912
2.04,-1.24,1.18,4.36,2.37,-30.8438580096
-0.46,-2.69,4.13,-1.93,-1.39,13.7098364074
1.16,-2.61,-4.2,-2.7,-1.18,40.512921119999994
-3.36,-2.47,4.91,-3.44,2.39,-335.02257035520006
-0.1,2.03,0.66,-0.72,4.78,0.46110556799999997
3.09,3.12,2.77,-2.02,-4.91,264.86568969120003
-0.34,-1.2,3.63,-3.63,4.24,-22.794982848000004
1.2,-3.72,1.61,4.86,1.09,-38.07262569600001
1.26,-4.06,-0.19,-3.86,1.6,-6.002849663999999
3.87,-0.7,-2.49,3.66,2.56,63.201793536000004
-3.37,2.3,3.8,-1.82,-0.63,-33.77172708
4.44,4.99,1.0,1.94,3.55,152.58561720000003
2.53,4.76,4.97,-2.64,-3.08,486.67440433919995
-0.87,2.76,-3.0,-3.4,-4.52,110.70492479999999
2.2,-3.44,-1.58,1.06,-2.22,-28.138247808000006
2.35,-2.28,4.92,-3.8,-0.95,-95.16450959999999
-4.72,2.69,1.52,-0.83,0.47,7.5285929536000005
-1.65,0.26,-3.23,-1.76,3.82,-9.316136543999999
3.32,-2.84,-1.36,4.42,-0.25,-14.169600639999999
3.52,-3.98,2.91,3.86,-2.83,445.34077927680005
-0.9,3.79,-1.38,0.97,-4.23,-19.314030258
1.72,-4.03,3.73,3.46,1.08,-96.6144707424
4.13,-1.69,3.58,-2.55,2.85,181.595391705
3.96,3.56,4.02,0.12,-0.52,-3.5363547648
-2.68,0.66,1.5,-2.66,-1.96,-13.83272352
3.27,-1.93,2.83,-1.05,-3.56,-66.76222379400001
4.71,4.35,-4.31,-0.46,-4.75,-192.94737547499997
4.83,-2.87,-2.11,2.0,4.12,241.01201544
1.35,-1.0,2.96,-3.34,-1.78,-23.7570192
-2.08,-1.35,1.56,1.45,-3.12,-19.81729152
4.82,-4.55,1.6,-3.36,4.14,488.11037184
-0.57,-3.14,2.77,2.48,-4.66,-57.2956789728
2.91,1.45,4.3,-1.87,4.8,-162.85919760000002
0.22,4.23,-3.83,-1.6,-1.05,-5.987852640000002
-1.43,4.4,-0.8,0.39,0.19,0.37298976
-0.89,2.99,1.24,-3.42,-1.86,-20.990458756800003
-0.31,-2.43,-0.52,0.05,-0.6,0.011751480000000002
2.76,1.51,-3.39,-4.25,-2.89,-173.52917433
3.96,2.44,-1.16,1.15,2.41,-31.064036255999994
1.18,1.4,4.72,-1.52,-4.82,57.12716441599999
-4.09,2.37,-3.25,3.54,1.71,190.701622215
-0.64,-1.32,4.7,0.73,-1.45,-4.20283776
3.06,1.61,-3.9,-0.02,2.05,0.78776334
0.27,0.11,4.44,2.76,4.13,1.5031369584
0.86,3.18,0.38,-4.26,3.0,-13.28128272
-4.55,2.64,3.04,-1.8,1.68,110.42583551999999
2.37,1.05,-2.56,4.8,0.76,-23.23980288
-0.64,-3.08,-0.14,-2.35,-2.97,-1.9261186560000005
-3.57,-4.85,-4.54,-2.98,3.98,932.3203069319999
3.51,2.52,2.94,-3.13,-2.13,173.3719878072
3.79,-1.16,-1.68,-4.06,3.39,-101.65581175679999
-3.33,1.24,-4.37,-1.71,0.83,-25.6107064572
-1.29,-1.04,-3.19,2.33,-4.79,47.764492432800004
-3.24,2.82,-2.43,1.2,3.76,100.17733708800002
-3.58,-1.99,-4.22,3.9,2.35,-275.53769646
-0.76,-1.68,-1.44,-0.05,-0.69,-0.063431424
3.17,-4.57,3.2,3.56,-1.92,316.866748416
2.49,-2.25,-3.51,2.22,4.39,191.64896419500005
3.2,-3.43,-4.46,1.78,-0.31,-27.012243328000004
-1.37,2.05,3.49,-2.01,-2.83,-55.754811019499996
-4.23,3.44,4.36,-2.52,-1.25,-199.84618080000004
2.9,-2.74,2.82,3.33,-1.37,102.22625941200002
3.91,3.07,-0.7,-2.06,0.28,4.846613912000001
4.79,-3.15,1.97,-0.0,0.99,0.0
0.67,2.93,-1.93,2.49,3.09,-29.151275280300002
3.2,-1.9,1.86,0.26,3.85,-11.320108800000003
-2.18,-3.4,-2.21,2.15,3.46,-121.85468827999999
1.54,4.4,-4.76,-4.55,-4.64,-680.94138112
3.87,3.38,4.48,-2.32,-4.56,619.9526301696
-0.06,-4.19,0.8,0.8,-1.8,-0.28961280000000006
-0.83,-0.27,-0.58,-4.97,0.11,0.07105897259999998
-1.04,4.22,4.05,0.86,-1.71,26.139385583999996
-0.34,-3.44,-0.87,-4.41,2.44,10.9492665408
-3.63,0.45,0.35,-2.83,-1.44,-2.3298937199999994
-3.86,3.59,-4.47,4.06,-3.2,-804.7579733759999
2.59,4.21,-4.69,-4.89,-0.02,-5.0014226598
2.98,-4.97,-3.77,1.55,2.17,187.804258187
3.77,-4.85,-0.76,2.76,0.36,13.807284191999997
-2.86,2.36,3.53,-0.91,4.87,105.59007418959999
-4.83,-0.81,3.9,-4.42,3.8,-256.27286411999995
3.39,0.37,-2.13,-4.89,3.56,46.5093085356
4.3,2.04,-2.99,2.53,0.13,-8.626481292
-0.03,4.45,-1.53,0.69,3.89,0.5482408455000001
2.88,-0.37,-0.5,0.54,3.01,0.8660131199999999
1.26,-0.74,0.98,-2.69,1.18,2.9004315984
4.81,3.84,4.96,3.15,0.88,253.95174604799996
-3.02,-2.21,1.35,2.85,1.47,37.748107215000005
-4.82,2.11,-3.21,0.27,-3.2,-28.206439488
0.76,1.81,4.75,-2.86,-2.15,40.1781809
-3.42,-0.93,-0.86,4.81,-1.68,22.103541532799998
-3.87,1.82,4.73,-0.31,1.48,15.285051381600002
3.48,-2.91,-2.12,2.21,4.86,230.58796512960006
1.15,-4.35,-2.37,-3.22,-0.89,33.976709865000004
-1.05,4.74,1.17,-3.71,-0.36,-7.777319003999999
-2.18,-1.37,-4.91,-3.33,-1.97,-96.19865778060003
2.36,4.22,2.41,0.23,2.86,15.788299841599999
-3.04,-3.08,1.15,-4.36,-1.1,51.64179328000001
-1.4,2.27,2.19,4.6,-4.74,151.75191527999996
3.58,1.09,-0.51,-2.8,2.76,15.379662816
2.64,4.09,0.91,-0.89,4.71,-41.188838090400004
-1.93,2.57,2.83,2.84,4.17,-166.23836655239998
-4.86,-0.04,2.99,-1.06,4.83,-2.9759144688000005
3.18,-4.12,-3.11,4.35,2.16,382.849190496
2.62,-4.43,1.76,3.53,0.73,-52.639923670399995
-2.2,-3.3,-4.83,3.32,3.73,-434.24084088
2.61,-0.82,-4.05,-4.87,3.12,-131.70217226399998
4.17,2.46,2.29,1.39,0.22,7.1836328124
1.57,3.47,-0.57,-2.39,-4.31,-31.987415672700003
-0.82,-1.51,2.59,2.86,1.18,10.822774362399999
-1.07,1.74,-2.67,-2.31,-2.5,28.707559650000004
-1.97,1.42,-3.5,2.91,3.61,102.85438358999998
3.54,2.61,-0.3,-3.24,1.68,15.087570624
-1.14,-0.47,-4.22,-2.42,1.1,6.018984312
-3.04,-1.48,4.38,2.97,-0.99,-57.94301018880001
-4.7,4.66,0.26,2.7,3.42,-52.58319768000001
3.84,3.96,-0.88,3.32,0.6,-26.65621094399999
4.56,1.91,1.56,0.14,-2.87,-5.4592469568
3.73,-4.12,-0.9,-1.75,0.07,-1.6942779000000003
-3.04,-4.23,4.82,-0.45,-1.12,31.238597376000005
-2.68,-2.96,-2.24,-1.43,2.34,59.46020720640001
2.62,2.99,-0.47,4.35,-4.46,71.43227028599999
0.27,4.76,3.76,-0.11,-3.9,2.073079008
4.94,4.84,-2.47,1.28,2.69,-203.34407075840002
3.02,4.45,0.57,-0.98,-3.08,23.121638232
-4.62,0.04,-1.73,3.8,2.76,3.353055552
-4.19,-2.24,-3.27,-4.98,-4.78,-730.5787456128003
-4.73,-2.26,-1.27,-0.58,0.38,2.9921605384
-0.01,-2.99,-3.54,-0.02,-0.21,-0.00044455320000000005
0.73,-4.51,-3.78,4.59,2.86,163.36910149559995
-4.78,0.78,-2.67,-3.5,-3.58,124.73399484000001
-2.78,-3.2,-3.39,0.5,4.66,-70.2668352
4.35,0.84,3.04,-3.67,2.24,-91.31796172799999
0.41,-2.44,2.02,-0.21,-0.68,-0.28857138239999996
-3.48,4.13,4.81,-3.02,-0.94,-196.24977546719998
-4.46,1.81,-0.4,-1.07,-2.52,8.706783456
1.88,1.14,1.8,-0.68,2.39,-6.269631552000001
2.92,1.18,4.41,-3.93,0.87,-51.9535527336
1.53,4.04,0.08,3.96,4.21,8.2440395136
-3.56,-1.89,1.63,-1.25,0.6,-8.225468999999999
4.4,-4.37,2.04,-1.25,1.31,64.23113400000001
2.95,-1.0,0.45,-0.02,4.58,0.12159900000000003
4.35,-2.9,4.85,-2.01,-1.33,-163.55984557499994
-2.88,-4.7,-3.63,1.44,-1.01,71.46293299199999
0.56,-0.58,-4.88,-0.13,4.78,-0.9849339136000003
-0.6,0.39,1.53,-3.34,-1.2,-1.43494416
-1.99,1.69,4.9,4.78,-4.62,363.91984028400003
2.65,-1.31,3.36,4.25,-0.15,7.435953
-1.78,2.35,2.7,1.38,2.95,-45.978281100000004
2.31,-1.87,0.35,3.03,0.58,-2.657004273
-3.58,0.79,2.72,0.5,-4.46,17.15472992
2.81,1.28,0.1,0.3,0.89,0.09603456
3.58,-4.95,2.8,-0.11,4.0,21.832272
1.47,-1.96,-0.64,3.71,-0.28,-1.9155139584
-3.64,-0.66,-2.93,4.95,-2.05,71.42857722
-0.89,-1.4,-4.31,0.58,4.47,-13.922936075999997
-4.26,-4.21,-0.86,-3.54,-1.4,-76.44013473599999
-0.82,-3.32,3.46,-1.0,-4.33,40.786452319999995
4.81,4.92,0.11,4.22,-4.22,-46.35832824479999
2.72,0.11,-3.33,-0.02,-0.46,-0.009166291200000001
-1.49,2.87,1.51,0.7,3.76,-16.995384616
-3.3,3.07,1.4,-0.24,1.61,5.480465759999999
-2.95,-3.82,0.96,0.95,0.68,6.98858304
1.52,3.5,-2.3,2.86,-3.17,110.93402319999997
4.07,-0.34,4.33,0.36,-0.51,1.1001043944
1.31,4.34,1.32,-3.67,-0.97,26.716081207200002
1.06,-1.01,2.29,-2.61,3.26,20.8603133964
1.18,-3.41,4.81,2.35,1.99,-90.51121636699999
3.89,0.41,0.11,0.6,-2.81,-0.295790154
0.09,1.19,-0.67,0.26,-4.7,0.08768705400000001
-3.43,-2.29,-0.73,-1.36,0.63,4.9128320808
-2.41,-3.79,4.62,-1.95,-0.42,34.560668142
0.95,0.52,1.78,-1.66,2.43,-3.547001016
4.24,-4.45,-4.39,2.43,-2.07,-416.64579865200005
-2.71,-1.02,3.32,-3.07,-2.0,56.34766416
-4.31,-1.29,4.84,1.6,-4.86,-209.25150681600005
4.37,-3.76,-3.05,-1.38,2.01,-139.00943080799996
1.53,-0.53,1.96,2.72,1.94,-8.3867559552
-1.75,3.65,4.55,1.86,3.25,-175.686590625
-4.2,0.25,3.58,-1.05,1.25,4.9336875000000004
3.96,-4.18,4.71,-0.62,4.15,200.600569224
2.88,-0.28,3.48,2.79,3.34,-26.1505262592
-4.41,-2.03,4.47,3.45,1.06,146.341368117
-0.2,3.41,0.33,-3.38,2.12,1.6126899360000004
-1.59,1.04,0.0,0.01,4.99,-0.0
0.86,1.85,-2.3,-2.87,-0.82,-8.61179662
1.19,3.32,2.5,-1.26,4.22,-52.517984399999996
-0.57,-4.21,2.52,2.06,0.85,10.588724244
-0.63,-3.15,2.67,-3.49,-4.4,81.36553194000001
4.99,-0.17,-0.92,1.49,-2.61,-3.0350375604
-3.91,3.83,-2.38,1.24,0.9,39.775594824
2.3,-2.01,-1.45,-2.83,3.69,-70.00107304499998
2.52,-1.0,0.0,4.32,-3.2,0.0
4.58,-4.66,4.52,3.14,-4.83,1463.0750635871998
-2.89,-3.69,0.19,0.65,-3.75,-4.9388113125
-0.82,-0.42,-4.54,1.1,0.63,-1.0835581680000002
-4.87,2.21,-2.33,-1.08,3.35,-90.72891523800003
-0.65,3.51,3.7,-3.23,-1.89,-51.533130285
1.61,4.47,-0.23,-3.82,4.38,27.694830315599997
-3.63,1.37,0.25,-2.29,3.79,10.790508052500002
4.42,4.76,-1.16,-3.73,4.22,384.1567725631999
0.79,-1.55,2.11,-3.59,-1.42,-13.171160371
-0.87,-3.67,-3.83,4.89,1.95,-116.60778914849999
-4.11,2.85,-4.01,1.47,3.35,231.3093543075
1.31,-2.78,-0.86,0.74,0.77,1.7845839704
3.81,0.44,-0.54,0.67,2.83,-1.7164559016000005
-1.49,3.08,-3.94,-0.35,-3.18,20.124651624
-4.92,0.11,-4.15,-0.47,-4.71,4.971925926
-1.66,-0.09,-1.35,0.61,3.79,-0.4662871109999999
0.26,-3.56,-2.84,3.08,1.31,10.6062948992
2.86,-1.86,-2.24,-3.68,1.28,-56.128674201600006
-0.66,0.6,-2.96,3.09,0.25,0.9054936
1.4,4.96,4.68,-4.81,0.6,-93.78899711999999
3.79,-4.51,2.31,-2.92,3.27,377.01474509160005
-3.85,0.89,0.16,-3.3,1.63,2.94898296
-0.73,1.51,-4.09,-2.91,-0.89,11.6763232893
3.92,3.22,-3.86,4.11,4.35,-871.0845726240001
4.95,-3.19,4.66,3.12,-1.86,427.02110193600004
2.37,-2.11,-0.52,0.2,-0.83,-0.4316604240000001
-3.45,-3.75,0.26,0.23,2.13,1.647901125
0.4,-4.31,-1.08,4.77,4.39,38.98916337599999
2.49,-4.5,-3.97,-2.47,1.48,-162.61516206000005
-2.57,-4.71,0.06,1.17,2.07,1.7589823757999996
-1.54,2.16,-1.62,-2.1,3.37,-38.13631113600001
-0.33,0.94,0.07,0.2,2.37,-0.010292436
1.42,-3.38,-4.88,3.64,2.88,245.5380135936
0.97,4.65,4.55,-2.43,3.12,-155.59547094
-1.02,-2.47,-4.0,-0.17,3.04,5.208103680000001
-2.41,0.94,4.47,-2.48,3.43,86.13868156320001
0.58,0.92,4.5,-3.39,-1.33,10.82629044
1.93,4.02,-1.63,1.17,4.09,-60.51738258539998
2.66,1.18,-3.21,4.89,-4.52,222.69782233439994
4.35,1.42,-0.78,-0.08,2.36,0.909649728
0.53,-3.01,-1.04,1.3,-1.3,-2.80389928
4.01,-0.08,-0.76,0.61,-1.0,-0.14872288
-4.55,-3.96,-0.99,3.5,0.97,-60.559398900000005
3.22,-2.93,-1.32,3.97,-2.94,-145.35676884960003
-4.51,-2.95,4.24,-4.45,0.67,-168.18963502000005
-0.1,-1.1,-1.92,2.46,0.92,-0.47798784000000005
2.55,-0.25,-1.27,3.99,-0.27,-0.8722090125
-4.51,-0.67,-2.59,2.97,-0.51,11.854349684099999
-4.2,4.41,-3.72,-4.88,1.04,-349.69061836800006
0.33,-2.95,-2.53,-3.23,4.3,-34.207981995
-2.04,-4.25,-3.92,3.06,0.29,-30.159531359999995
1.16,4.83,-3.71,3.7,-4.31,331.480529436
3.65,-4.91,1.8,-0.71,-4.31,-98.71484787
-3.84,-3.46,-4.29,-1.79,4.24,432.5969995776
-3.64,-1.94,-3.08,2.7,-1.07,62.834964192000015
-0.37,3.3,3.08,-1.83,-4.6,-31.657404239999998
2.56,-1.92,3.47,0.02,1.85,-0.6310625280000001
-1.79,-5.0,2.47,2.47,1.43,78.08236865
-3.95,-2.8,-4.81,-4.83,3.09,793.9731454199999
0.41,-3.05,2.7,2.15,3.16,-22.9389219
-3.46,2.87,2.66,2.31,0.6,-36.610264152000006
4.64,-2.75,1.19,-1.29,-0.9,-17.629088399999997
3.88,4.16,-4.42,3.23,-4.12,949.3952705535999
-2.05,-0.32,-4.07,-4.53,-2.53,-30.599686128
3.3,0.51,1.73,-4.69,4.86,-66.365035506
-0.87,-3.81,-1.43,2.09,-3.78,37.447113904199995
1.06,-3.42,-0.2,-0.64,3.34,-1.549845504
-3.48,0.46,2.61,1.81,-0.96,7.2598457087999995
3.52,4.13,3.84,-1.83,-3.15,321.799661568
-3.92,-4.01,1.88,1.87,-1.16,-64.1044066432
-4.31,0.91,-0.84,-4.23,-3.25,45.292018590000005
-1.39,0.11,-2.52,4.8,4.53,8.378137151999999
-2.79,0.46,-2.23,4.14,-0.61,-7.2276493427999995
-1.64,-2.3,0.36,0.63,4.27,3.652940591999999
-1.1,-4.85,3.36,1.38,0.01,0.24737327999999997
4.96,-2.71,-2.86,1.2,0.24,11.071577087999996
4.94,1.36,-3.47,-2.52,-4.3,-252.61802092800002
4.15,-2.46,2.84,-4.75,-3.57,-491.6582937
-3.11,-1.57,-3.76,4.93,-3.43,310.44804242479995
-3.35,-4.85,3.36,1.81,-0.66,-65.21512536
-0.4,2.94,0.31,4.14,4.91,-7.410556944
0.39,-4.04,-3.58,-2.26,2.64,-33.654362227200004
-4.95,-4.1,-0.92,1.67,2.72,-84.81296736
2.75,2.68,0.16,-0.48,-1.49,0.84336384
-4.84,-0.01,-0.07,2.03,3.04,-0.0209080256
0.3,3.36,-4.27,2.21,4.2,-39.95121311999999
-3.55,-2.7,3.68,-0.56,-0.47,9.28380096
2.44,-3.31,4.06,2.4,-1.85,145.58841696
-4.52,2.2,-3.57,2.47,-1.8,-157.83335567999998
-2.65,2.16,-1.2,-1.06,2.73,-19.876933440000002
-1.25,3.21,-4.38,-3.01,0.64,-33.8559984
3.3,3.06,2.59,-4.96,-1.06,137.506324032
3.27,-1.45,-4.54,-1.89,-1.97,80.149282353
3.75,2.82,3.55,-3.01,4.77,-539.0060051249999
0.82,3.57,4.39,-1.32,0.32,-5.428383206399999
0.4,-3.46,-1.53,-3.86,0.95,-7.76494584
3.18,-4.62,-1.03,-1.85,0.16,-4.479175008000001
-1.54,2.51,0.16,-0.83,-2.85,-1.462976592
-4.79,-3.6,-0.91,1.23,-0.61,11.773737612
-1.41,-1.64,2.31,-0.74,2.32,-9.1705344192
-3.09,-1.12,4.96,2.1,3.58,129.050740224
-3.5,0.02,0.64,-1.25,-0.48,-0.026880000000000005
1.95,0.59,2.31,2.13,-3.47,-19.642993870499996
0.95,-1.44,-4.67,-4.71,2.96,-89.06674809599998
1.45,3.95,-3.62,0.82,3.21,-54.57485031
0.54,1.12,1.48,-3.37,1.28,-3.8611206144000008
3.67,-4.85,-3.22,2.27,2.62,340.871603086
4.35,0.03,-3.46,-3.18,1.17,1.679962518
-1.96,-0.4,0.84,3.88,4.91,12.546094848000001
-2.41,1.26,-0.81,-4.97,1.89,-23.104192771800005
3.56,0.33,-2.35,2.58,0.17,-1.2108781080000004
-3.11,1.12,-0.36,-4.81,1.27,-7.660016582399999
-2.86,-2.73,-4.89,0.39,0.5,-7.44512769
-1.41,4.81,4.32,-3.79,3.64,404.1927594432
-4.6,-1.44,4.43,-4.09,-1.98,237.63617222399998
-3.67,-3.99,-0.81,-0.42,-1.98,-9.863668306800001
3.69,-0.6,-3.13,-1.38,-0.44,4.207786703999999
-1.48,1.57,-4.57,-3.46,1.21,-44.4568857832
-2.58,4.58,1.98,4.99,2.73,-318.7231191144
4.48,-2.91,0.2,2.97,-4.31,33.376033152000005
3.27,0.71,3.36,-4.69,4.55,-166.46756162399998
0.44,3.57,-3.63,-1.18,-4.78,-32.161583361599995
1.37,0.86,2.17,-4.55,2.08,-24.196552016000002
4.68,4.46,2.39,0.38,-4.04,-76.5849749184
2.31,1.33,2.7,1.95,1.07,17.307955665
1.06,-2.8,-0.6,-3.1,-1.3,7.176624
-4.81,4.79,-4.77,-4.22,0.08,-37.10234904479999
-0.14,-0.09,4.37,4.66,-2.54,-0.6517358568
-4.94,-2.27,-4.61,-4.11,-3.67,-779.7611932266002
-0.56,2.75,0.88,-4.55,-3.47,-21.3965752
1.74,-3.58,2.41,0.19,-1.22,3.4798678296000007
2.1,-3.88,0.21,0.98,-3.85,6.45590484
3.3,-3.44,-4.98,-3.97,-1.3,291.76660656
-0.49,-2.72,3.49,4.23,-2.78,-54.698519836799996
-1.66,-4.36,0.28,4.45,-3.82,-34.448949472
1.79,2.19,4.82,-0.05,1.77,-1.6721970570000004
4.72,-0.95,3.26,1.57,3.77,-86.52153317599999
1.35,-2.73,-1.79,0.1,-1.24,-0.8180335800000001
-0.35,-1.45,4.01,-2.04,4.74,-19.678361219999996
0.88,-0.84,0.08,3.02,-3.2,0.571490304
1.96,-1.49,1.31,-4.23,-3.97,-64.24576570440001
4.76,-1.07,0.73,-2.17,-0.83,-6.6965546396
-4.94,2.3,2.68,-3.42,-0.85,-88.51861511999999
3.61,-0.84,4.86,2.35,3.05,-105.63077322000001
-3.89,-0.08,1.81,-0.99,4.65,-2.5930226520000006
2.93,1.75,2.77,-2.97,1.72,-72.55549917000002
4.11,3.73,1.31,2.22,1.51,67.32120347460003
4.43,-1.17,-3.22,1.79,-0.78,-23.301994388400004
-4.92,4.7,-1.56,-2.9,-2.84,297.10085183999996
-0.88,-0.68,1.3,-3.14,-2.92,7.132592896000001
2.83,-2.01,-3.24,-1.64,-1.34,40.5019701792
1.96,1.04,-0.69,-4.16,4.45,26.037053952
2.03,-3.67,4.99,-3.31,-4.28,-526.6649426332
-2.83,4.91,-3.65,-0.66,3.96,-132.55615969200002
1.79,-0.92,-0.47,4.39,2.9,9.853743075999999
1.55,-3.71,-3.56,4.21,-3.1,-267.17720078
-1.19,3.0,-4.81,3.74,2.98,191.38203083999997
3.9,1.81,-4.3,0.71,-4.21,90.73024466999999
-2.44,2.0,-1.83,-0.62,0.35,-1.9378967999999999
-1.47,1.83,3.66,-4.38,1.92,82.7989537536
4.26,-2.66,1.08,0.24,0.44,-1.2923463168000002
-3.23,-3.94,3.44,2.02,2.58,228.15409188480004
1.29,4.39,-1.23,-4.54,-0.79,-24.9828675858
2.84,-4.61,-4.93,-3.98,-4.03,1035.2716059608
-3.13,4.31,-2.84,0.43,0.81,13.344227031599997
0.74,-0.13,-1.95,-4.57,2.24,-1.9203213120000002
-1.26,-0.41,1.31,-0.36,-4.78,1.1645445168
2.41,2.83,0.81,1.25,-0.19,-1.3120552125000002
1.9,-1.97,-4.71,1.78,-3.23,-101.359219782
-2.28,2.6,-0.58,-1.86,4.34,-27.754848575999997
4.77,-2.67,4.7,-4.73,1.17,331.264197693
-4.36,-0.84,4.67,-0.13,3.42,-7.604175196800001
4.65,2.53,2.39,1.11,1.67,52.1207702235
-3.95,3.89,-0.39,2.57,-0.93,-14.322781804500002
-1.25,-0.99,-0.41,1.53,-1.87,1.4516506125000002
2.06,-3.17,-0.06,-3.84,2.47,-3.7162584576000004
1.42,-1.8,-4.34,-2.48,-1.56,42.916753152
-2.61,4.15,-3.87,-4.96,-4.22,877.3920531360001
3.96,3.77,0.52,-1.14,-1.36,12.0360404736
3.09,3.19,-2.11,-3.77,-4.3,-337.1641754909999
1.27,-4.48,4.81,0.03,-3.72,3.0541545216
-3.26,-4.65,-1.82,-0.4,-2.82,-31.120820640000005
2.45,2.68,4.62,0.11,-0.19,-0.6339998280000001
2.37,3.97,0.98,-4.85,3.1,-138.63355527000002
4.69,-3.2,-0.11,-1.66,-0.78,2.1375594240000004
2.92,-0.33,-0.41,-4.12,-2.99,4.8668622288
2.68,1.58,-2.53,-4.54,-0.95,-46.205307016000006
1.92,-3.33,3.21,-2.3,4.52,213.36184857599994
-0.01,-4.89,2.55,0.14,-3.39,-0.059180247
-3.91,-0.17,-0.1,1.38,-3.46,0.31738095600000005
-4.52,-4.7,-1.98,-3.68,-1.35,-208.96958016000002
-0.92,-3.3,1.68,2.41,0.28,3.4418039040000004
3.61,-4.59,2.78,-0.49,4.12,92.99465325359999
-3.54,-4.3,1.25,2.03,-0.65,-25.10678625
0.42,-2.11,4.92,-3.79,2.05,33.875828027999994
2.12,-3.94,-1.52,-3.03,2.48,-95.40474608639998
4.05,2.64,-2.67,3.74,-0.32,34.165815552000005
0.78,1.08,-1.39,-4.02,1.8,8.472892896
-1.84,1.07,-0.13,1.81,-1.37,-0.6346643368
2.7,-0.61,3.55,1.43,-0.74,6.187136669999999
-0.64,-4.11,-3.95,3.78,4.26,-167.309380224
-0.58,-1.59,-1.28,1.82,0.82,-1.7616528384000003
0.94,1.86,1.66,0.0,0.91,0.0
-4.09,-1.95,-3.74,1.57,1.29,-60.411397761
-3.75,3.67,-3.41,4.69,-0.59,-129.86034888749998
-0.72,-4.39,2.49,-4.69,0.79,-29.160589399200003
-4.77,-4.95,4.33,-1.37,0.36,-50.42368049400001
2.04,1.23,4.96,-0.85,4.76,-50.35502707199999
-2.08,-2.87,0.48,0.24,-2.89,-1.9874469888000004
-4.16,0.77,-0.63,4.83,-1.83,-17.837041622400005
-0.87,2.8,-2.02,-2.98,-4.65,68.18641704000001
-0.58,-1.98,4.08,-4.61,2.74,-59.184071020800005
-3.29,-4.42,-2.78,4.0,2.55,-412.34728079999996
-2.25,-3.37,-4.14,0.94,2.32,-68.45869223999999
-4.66,4.6,0.68,2.25,-1.95,63.954306
