X1,X2,X3,X4,X5,val-esp
-3.36,-3.38,3.26,2.38,-0.69,-60.799446489599994
1.38,0.83,-0.11,1.68,0.54,-0.11430175679999997
-3.7,0.73,-3.35,3.45,-1.8,-56.19025350000001
-4.49,-3.33,-1.0,4.97,-4.58,340.33956642000004
-2.74,1.95,4.67,2.82,1.31,-92.17697650199999
3.59,2.72,-2.83,-2.0,3.1,171.33318080000004
-3.09,2.45,-4.77,-1.71,-3.25,200.68846638749997
-4.83,3.82,2.43,4.59,-4.03,829.3436025966
-3.47,4.53,4.52,1.23,4.69,-409.86805020840006
3.99,-2.32,0.27,-4.78,-4.2,-50.176669536000006
3.79,-2.25,3.23,0.79,-0.51,11.097407092500001
4.45,-0.7,-3.87,-4.46,4.96,-266.67699408
2.67,0.3,4.85,-4.61,3.38,-60.53295572999998
-0.62,-0.69,0.26,-2.22,-0.79,0.1950716664
-2.25,2.22,0.2,2.16,-2.04,4.401993600000001
2.94,-2.77,-0.48,-1.85,3.94,-28.492875936
-2.23,0.44,0.98,-3.44,3.14,10.3865593216
-3.18,2.41,-2.21,3.38,-2.69,-153.9945732156
3.34,-3.43,-3.24,3.73,-0.87,-120.45190736880002
2.98,-2.54,1.44,-1.13,-4.98,-61.3366791552
3.27,-4.32,-1.38,-1.69,2.01,-66.22063606079999
-4.99,-1.91,0.45,2.69,-0.01,-0.1153715445
-3.13,-1.81,-4.15,2.33,1.36,-74.50164095600002
-3.93,-2.42,2.8,1.61,4.17,178.78368261600002
-4.83,1.76,4.37,-4.5,3.26,544.96843632
-4.9,-1.34,-3.75,4.79,2.35,-277.16317125
-2.67,-4.16,-3.56,3.44,-3.7,503.28589209600005
2.22,-0.82,-2.89,1.88,3.24,32.0455351872
-2.99,2.29,3.76,1.22,3.61,-113.38655180319999
0.72,4.26,-2.48,-4.82,1.38,50.596433049599995
2.21,2.34,-2.26,-4.23,4.83,238.78336514759997
-1.45,-4.6,4.06,-2.54,-4.97,341.8550287599999
4.93,-4.72,0.9,-3.73,-3.13,-244.50322773599993
-3.85,-2.43,3.43,0.34,-1.21,-13.201564761000004
-4.51,4.28,-4.97,2.01,0.34,65.5619215944
-2.45,0.76,3.03,-1.34,4.25,32.1303927
-1.08,-2.34,3.4,-0.16,0.63,-0.8661219840000001
-4.65,1.83,0.5,-2.22,4.95,46.755447750000016
-4.23,-3.17,-1.9,-2.16,-3.61,-198.661716504
-1.12,-2.92,-0.43,-0.65,-1.68,-1.5356490240000003
-4.42,-2.13,0.27,-3.31,-0.06,0.5048296812
-1.67,3.45,-1.14,2.74,2.5,44.991553499999995
2.91,-1.03,1.32,-1.71,-2.67,-18.0638998452
-4.28,-1.49,1.01,3.52,3.85,87.28805254400001
-4.94,-2.12,1.45,2.22,-2.69,-90.68512720800001
0.37,-2.3,-0.61,2.12,0.4,0.44020528000000003
-0.47,1.95,-4.58,-4.99,-3.98,83.364579714
-2.29,-3.46,-3.33,3.26,1.51,-129.88241703719999
4.68,-0.33,1.16,-3.91,4.73,33.1326124272
3.38,4.42,2.15,2.53,-4.12,-334.80749130399994
3.78,1.34,1.87,3.77,4.34,154.97772610319998
-2.16,-0.12,1.77,4.73,2.75,5.967632880000001
1.14,3.13,-0.77,-0.58,1.67,2.6612420603999993
-1.91,4.29,-3.28,2.87,-2.58,-199.00597036319996
0.01,2.68,-0.48,0.52,1.42,-0.009498777600000001
4.74,-3.85,1.41,1.19,3.69,-112.987789299
-2.97,-0.69,4.55,-1.98,4.9,-90.46450413000002
0.35,2.42,1.86,1.38,3.38,7.348389047999999
0.13,3.92,2.04,-3.77,-0.47,1.8420388896
3.14,-2.33,-2.03,-0.72,-3.72,39.779291462399996
-5.0,1.33,3.07,4.08,1.01,-84.1281924
-3.07,-1.1,0.79,-0.32,-1.11,0.9476132160000003
4.1,2.25,3.4,1.32,-1.08,-44.713944000000005
-3.79,1.6,0.27,2.83,-1.32,6.116223168
-3.2,-4.51,-4.77,-1.88,-4.05,-524.1526329599999
0.33,-2.22,2.07,1.7,4.67,-12.039350598
-0.05,4.12,-4.26,-1.05,-3.89,3.5843938200000003
-1.68,-1.0,1.97,-4.55,1.89,-28.460905199999992
-0.58,2.88,-3.54,4.9,-4.07,-117.927266688
1.63,4.43,2.29,0.24,-1.61,-6.3894566904
-4.37,-0.56,3.49,-3.47,-2.5,74.09081540000001
3.08,2.94,1.68,3.2,1.45,70.58709504
-0.35,-2.86,-0.35,0.83,-2.28,0.6630023399999998
2.22,-0.33,-0.78,1.99,0.42,0.4775995224000001
-2.47,-3.88,2.55,3.31,-2.46,-198.990324468
1.96,-3.29,-0.79,3.73,4.29,81.51643620120001
-4.7,-4.45,-1.37,-1.49,1.86,79.41044847000002
-0.55,-2.36,0.86,2.9,2.18,7.05712216
-1.79,2.63,0.21,-1.86,0.68,1.2504027816
2.95,0.86,-4.64,3.81,-0.21,9.418521167999998
1.38,-0.02,-2.05,0.35,-2.73,-0.05406218999999998
-4.65,1.71,-0.18,3.96,1.05,5.95122066
3.8,-2.43,1.16,1.6,-1.73,29.64926592
-0.54,-2.73,-2.32,4.64,2.86,-45.386678937599996
3.87,1.91,0.11,3.73,1.29,3.9123307179
4.35,-3.98,-4.48,-4.27,4.58,-1516.8537027839998
1.55,3.42,-4.5,-4.35,-1.67,-173.29101525000002
4.57,-2.44,-4.34,4.32,4.47,934.5166121088
-0.92,-4.74,2.28,-0.09,2.07,-1.8523108512
2.57,2.98,-2.92,-2.18,2.02,98.4782000032
-1.04,-1.74,-4.07,-1.48,-2.53,-27.5777755968
4.96,-2.79,-2.44,-4.94,3.1,-517.0878685440001
3.95,-4.79,-0.63,-4.55,1.91,-103.59002130749998
0.84,3.56,1.38,2.12,-3.29,-28.783269849599993
4.14,1.87,2.62,3.11,-1.52,-95.8842368352
2.25,-0.91,-1.25,-0.79,1.58,-3.1946118749999997
-0.91,-4.2,-3.14,2.63,-1.86,58.70688314400001
0.71,4.07,-0.85,-3.55,4.13,36.0122360675
-3.41,-1.01,-2.65,3.2,-1.48,43.22483264
4.15,-1.53,4.63,0.76,3.98,-88.923629988
2.64,3.26,-4.98,-2.2,-3.12,-294.1901614080001
-2.23,0.06,4.04,4.78,-4.68,12.0923644608
1.91,2.0,-1.76,2.93,2.18,-42.94376768
-3.4,-3.1,4.95,3.89,-2.19,-444.4670043
-3.1,-1.43,2.61,4.99,-0.83,-47.920007420999994
-1.87,3.99,-3.77,4.03,-2.45,-277.73267872350004
3.59,-2.12,1.48,1.15,-1.25,16.191977
-4.98,0.64,4.05,-1.67,4.42,95.28029222400001
-2.27,-0.84,1.58,4.67,-3.04,-42.7713240192
3.35,4.82,4.99,1.61,-1.48,-191.99060728400008
-1.82,-1.29,-1.94,1.61,-0.73,5.353176519600001
4.77,0.73,-3.64,-1.08,-4.66,-63.7899548832
3.67,-4.68,-3.85,-4.47,4.13,-1220.759806266
0.79,0.94,4.16,1.98,4.56,27.8919134208
-0.15,-2.08,-0.94,-3.01,4.9,4.3255867199999996
0.73,3.46,-2.08,-1.47,-2.34,-18.071553427199998
3.18,-2.78,1.68,3.48,-0.24,12.404283494400001
-0.7,-1.37,-1.78,3.4,2.67,-15.49632756
-0.63,1.94,-1.48,-0.93,-1.18,1.9850385743999999
-3.72,-2.38,2.74,0.81,-0.92,-18.077705452800004
2.38,1.69,4.58,-2.73,4.53,-227.81902492439997
2.62,-0.53,-1.47,-0.28,-1.53,0.8744680728000002
2.0,2.57,4.25,-2.35,-0.52,26.694589999999998
2.22,1.85,4.81,-0.36,2.38,-16.925801256
-2.27,2.17,-3.45,-1.33,2.21,-49.9515076515
1.15,-4.17,-0.02,3.82,4.05,1.48382361
-4.07,-2.35,2.48,0.44,4.19,43.730118256000004
3.11,0.26,1.55,-2.08,-0.01,0.026069264000000005
0.05,4.11,4.83,2.8,-0.08,-0.22233456000000001
-4.96,1.03,4.16,1.32,-1.18,33.103062220800005
0.63,1.45,-2.16,-1.75,-3.44,-11.8784232
3.02,-1.51,4.44,-2.17,1.09,47.8909103064
4.87,-2.91,-0.57,-1.0,-4.02,32.47303338
-0.08,-1.06,3.95,1.95,-3.07,-2.00523804
-1.34,-3.5,1.38,-0.91,2.51,-14.783152019999998
-0.32,-3.2,1.33,-3.38,0.12,-0.552394752
-4.95,-0.99,0.66,3.99,-2.67,-34.45628778900001
3.88,3.28,2.38,-3.47,0.09,-9.4592022336
2.94,4.44,4.25,-4.12,2.58,-589.7068228800001
4.48,1.58,2.56,-4.01,-3.91,284.1163300864
-4.52,4.03,1.61,-2.84,0.64,53.304966041600004
0.83,-2.49,-3.95,-1.99,3.05,-49.548150817499995
-0.86,4.81,-1.37,0.44,-0.57,-1.4213192136
-1.3,-4.75,-3.14,0.59,-3.04,34.7770072
0.65,-2.04,-2.56,-0.38,-0.82,1.057744896
-3.93,-4.06,-4.32,1.57,-3.73,403.65544484160006
3.25,4.37,2.86,-3.83,3.46,-538.2768519699999
-1.62,-0.96,-2.45,-4.24,-1.07,-17.286296832000005
0.77,4.05,-2.12,4.56,2.74,-82.603227168
4.07,0.18,-4.62,-1.04,-2.36,-8.3071916928
-3.71,-4.26,-2.6,1.48,-2.73,166.027955184
-2.28,-3.75,0.81,2.86,4.33,85.7640069
3.0,2.01,-2.18,0.7,-3.47,31.9301766
3.76,-3.08,-0.64,2.35,-5.0,-87.08761600000001
-4.97,-1.33,-4.03,1.56,0.85,-35.322920178000004
3.09,-2.78,3.62,0.76,1.58,-37.3407060192
0.57,2.99,-2.99,-4.2,0.46,9.845195724000002
-0.02,1.24,-3.05,3.07,1.33,0.30884568399999995
2.5,-0.92,0.59,-3.04,-3.21,-13.2421488
-2.89,-3.13,-2.35,-4.59,4.46,435.1686360030001
1.3,2.46,3.86,2.47,2.78,84.76323304799999
-3.73,-4.55,4.58,-2.63,-0.94,192.16279573399996
2.18,-2.6,3.36,0.13,-0.37,0.9160394880000001
-3.59,4.26,-2.42,0.24,-3.54,-31.443719788799996
-1.94,-4.28,-3.91,-1.32,2.14,91.70857829760001
2.6,3.71,3.22,-2.01,-2.26,141.093701112
-3.13,-0.94,-2.61,-2.81,-3.46,-74.66122600919998
3.71,1.6,-4.06,2.68,-2.08,134.34393190400002
-4.11,4.75,-1.64,-3.98,-3.34,425.60705507999995
-0.06,-1.89,-1.51,-3.95,-3.72,-2.5161123959999996
-3.02,0.67,3.11,1.4,1.94,-17.091174183999996
0.35,-4.69,1.36,-1.63,1.5,5.458315799999999
2.61,-1.59,4.5,0.43,3.89,-31.236919785000005
-0.7,1.5,4.56,-0.08,-1.34,-0.5132735999999999
-3.84,1.41,-4.85,-1.51,-2.87,113.80226860799999
0.62,4.51,0.73,-4.21,0.81,-6.9607847826
-1.17,0.9,2.39,-2.96,-3.07,-22.869483623999997
2.86,-3.3,-4.13,1.04,-4.57,-185.25910603199998
-0.01,-1.73,-1.92,2.69,-0.58,0.05182360319999999
-1.75,4.65,-3.23,-3.57,-2.99,280.5646354875
-3.77,0.53,3.43,-3.86,3.59,94.97145532420001
-3.43,-4.31,0.55,-4.44,-2.66,96.02817747600001
4.14,1.64,1.95,-4.96,4.95,-325.06160543999994
2.84,0.6,2.48,-0.67,-1.03,2.9163073919999998
1.88,4.46,2.56,-3.95,4.08,-345.93135820800006
4.88,1.93,0.95,2.8,0.02,0.50105888
-4.5,-4.3,1.14,-1.23,-2.58,70.00203059999998
2.35,-1.87,0.53,2.54,-2.15,12.719133185000002
1.69,0.96,-1.83,-0.89,3.77,9.9618588576
3.7,1.89,-1.44,3.99,-2.76,110.89398700799998
-0.76,3.4,-4.31,-4.39,3.42,-167.20929115199996
3.06,2.37,-4.79,1.11,3.51,-135.3428698518
-0.6,1.91,1.61,2.38,-1.32,5.796440496
2.97,-0.41,2.43,-1.79,-3.03,-16.0487879607
-1.08,-1.62,0.47,-4.07,-2.51,8.4004926984
0.94,0.36,1.71,3.55,3.89,7.9910605079999995
-3.79,1.41,2.42,3.07,4.86,-192.95157740759998
3.01,1.54,-0.67,4.28,-0.65,8.640107476
1.62,1.61,-1.74,-4.01,-3.61,-65.69642139480001
2.45,4.93,-4.64,-3.11,-4.63,-806.9978250319998
-3.93,-1.49,3.81,2.01,1.1,49.327889787000004
3.67,0.98,4.95,3.93,0.25,17.491614525000003
-3.47,-2.44,-0.28,-3.12,0.27,1.9970810496000004
-1.77,-0.65,-3.62,1.33,-0.52,2.8803825960000005
3.82,3.85,0.82,1.51,-1.15,-20.941738509999997
-0.03,-1.21,-2.97,1.9,-1.35,0.276535215
3.41,4.23,-3.77,3.24,4.16,-732.9501489024002
-4.37,4.71,3.65,1.42,1.01,-107.74693544099999
-3.33,2.62,-4.59,-1.9,3.95,-300.54458457
-0.55,0.96,2.29,-3.65,0.4,1.7653151999999999
-3.54,-2.22,0.03,1.44,-1.38,-0.46851022079999993
-1.73,2.12,0.18,4.23,-2.66,7.428078302400001
-2.82,4.24,-1.66,2.79,1.75,96.90926615999999
0.15,3.08,1.99,2.52,0.1,0.23168376000000002
-0.27,1.92,-1.03,-4.2,2.15,-4.821586559999999
-4.44,2.31,2.81,-1.11,-2.78,-88.93424952720002
4.58,3.51,4.33,-1.58,-2.27,249.65682033240003
3.98,2.27,3.92,-2.63,-4.33,403.30967565279997
-3.82,3.13,-2.73,-2.86,3.4,-317.40612103199993
4.57,4.85,-0.87,-0.31,4.58,27.378166676999996
3.01,3.72,2.11,-3.61,-4.06,346.2781800072
0.37,2.49,-3.12,3.47,-3.73,37.204371453600004
2.05,-4.65,-1.64,-4.64,1.11,-80.51774832000001
-1.2,1.7,4.76,0.66,2.92,-18.71388288
2.32,-2.89,2.61,-4.62,1.55,125.31412000799999
-3.82,-3.22,1.76,1.68,2.93,106.56358056959999
2.86,1.57,-2.1,-0.13,2.92,3.5794078320000002
-2.72,-0.57,-2.4,-0.71,4.58,12.099817727999998
2.3,-4.52,-3.97,-0.53,0.82,-17.936863352
-1.89,0.45,-1.04,1.0,-0.05,-0.044226
-1.61,2.52,-4.48,3.65,-1.83,-121.40830195200002
-0.44,4.63,-0.58,-0.11,3.86,-0.5016971696
0.73,3.05,-1.44,-4.63,-3.5,-51.955822799999986
4.51,1.98,-4.6,-4.72,-2.81,-544.8135274559999
4.63,4.66,0.6,1.29,4.35,72.64356101999999
-2.15,1.98,4.07,4.51,1.45,-113.303311605
3.57,1.24,1.54,3.69,3.13,78.7374464184
3.72,2.05,-3.27,-4.78,-0.18,-21.455812008
3.22,0.87,-4.06,-2.39,-4.9,-133.19721332400002
1.31,3.68,4.81,4.93,4.51,515.5700156463998
-4.24,-2.38,1.39,1.01,0.03,0.4250110704
0.17,1.16,0.46,1.88,3.96,0.6753326976
1.77,-4.12,3.31,3.47,-2.43,203.5327143924
-4.26,0.47,2.55,-3.84,-2.72,-53.327075327999985
-3.61,3.26,1.58,-0.23,-0.32,-1.3685469568
2.31,1.36,-2.64,3.61,-1.05,31.437739872000005
3.44,0.04,-4.61,4.56,3.84,-11.107477094399998
2.73,-1.11,3.96,1.22,2.09,-30.597569402400005
-4.9,-2.76,2.35,-1.08,3.77,-129.40114824
4.36,-2.85,2.56,2.05,0.41,-26.736775680000004
-0.06,3.43,-3.73,0.77,-3.28,-1.9387364303999999
-4.07,0.16,4.49,4.03,-0.28,3.2993152192000013
-1.86,-1.55,3.33,-4.76,-3.28,149.888968992
-1.93,0.47,-2.56,-3.58,3.13,-26.020910950399998
4.67,2.12,2.65,-2.02,3.61,-191.318596732
-4.68,2.75,4.63,3.77,-2.06,462.77310222
3.24,-4.52,-4.99,-0.98,-0.84,60.15744080639999
-0.02,-2.81,3.36,-2.16,4.65,-1.8966286080000003
-4.07,2.79,3.02,2.11,4.5,-325.61209197
-3.04,2.12,-1.52,4.0,2.96,115.98577664000003
-4.66,1.1,-3.18,-4.45,-2.7,195.85267020000006
1.43,4.56,-1.79,-4.5,1.29,67.75730675999999
0.62,-0.9,-0.35,4.83,-2.48,-2.33938152
1.67,2.37,3.68,2.84,3.06,126.57630170879999
0.24,-2.66,2.56,-2.15,0.91,3.197515776
2.96,-0.75,-2.63,-1.3,-0.89,6.755260199999999
1.16,-3.65,-0.48,4.48,4.11,37.42070169600001
2.31,0.45,1.39,-1.29,4.98,-9.282358701000001
-4.93,-2.4,-4.63,4.2,-1.38,317.51739935999996
-1.66,-0.34,-4.48,-3.5,3.23,28.58482816
-1.66,3.48,4.58,-1.84,2.04,99.3117878784
0.27,0.51,-0.48,1.04,0.81,-0.055679270400000015
0.65,2.93,0.76,0.35,1.64,0.83081908
0.74,-1.5,4.06,0.65,-1.86,5.448479399999999
3.3,3.68,3.9,-2.8,-0.12,15.9134976
3.65,-1.5,4.33,0.46,0.1,-1.0905105000000002
2.38,-3.89,-4.98,0.24,-1.02,-11.2867086528
2.59,4.51,1.3,2.73,-3.19,-132.243089979
-1.8,3.22,4.05,0.21,-1.85,9.1195713
-2.96,3.68,-4.53,-4.13,3.76,-766.2590702592
4.59,-1.36,4.98,-3.75,-2.62,-305.4312684
-0.15,-3.02,0.35,2.11,3.78,1.2645630899999996
3.88,-2.07,-0.63,-4.14,1.4,-29.32722676799999
3.27,0.34,2.73,4.28,3.71,48.1955560632
-4.57,1.39,-3.55,1.82,-0.33,-13.543929399000001
3.75,1.86,1.52,-0.46,2.9,-14.143068
-2.24,4.7,4.23,-3.85,0.76,130.30484544000004
-0.68,0.91,1.28,-3.98,4.4,13.870624768
-1.89,2.87,1.02,2.47,-4.55,62.180215460999996
-3.4,0.08,0.58,4.79,4.53,-3.4231869120000007
-2.51,1.13,-2.88,-0.79,1.62,-10.4541026112
-2.56,-4.51,1.86,1.74,-1.72,-64.2698293248
2.41,0.29,-2.63,0.04,1.94,-0.1426371032
4.7,0.41,0.78,2.42,0.69,2.5098095879999995
2.5,-1.81,-4.89,2.45,2.89,156.67199362500003
-0.4,-0.94,-4.01,0.33,-0.43,0.213951144
-3.47,-2.01,-1.71,-1.74,1.52,31.5438340176
2.62,-1.63,-4.55,-3.8,3.4,-251.0514916
-4.99,1.6,-4.11,-4.89,-2.11,338.574046896
3.35,3.1,3.17,1.25,-1.82,-74.89402374999999
-1.92,3.68,4.27,2.96,1.49,-133.0622619648
-0.64,-3.64,-1.8,1.76,-1.62,11.955879936000002
-0.95,-3.65,0.49,1.66,3.2,9.025486399999998
-2.36,-3.39,-4.53,-0.22,0.07,0.5581239048
-1.86,-3.42,1.99,1.64,-2.49,-51.693426676799994
-0.25,4.95,2.0,-1.91,0.06,0.28363499999999997
-4.98,1.27,-1.05,-3.17,1.01,-21.261945411
-2.23,2.89,-4.82,-1.02,1.46,-46.25969569680001
-3.04,-2.36,2.87,1.38,-0.2,-5.682985727999999
3.67,-3.23,-2.12,2.66,-2.32,-155.0865264704
0.04,-0.53,-4.5,2.71,4.61,1.19184174
4.68,4.71,-2.37,-0.41,3.08,65.9704853808
-2.72,-1.53,4.37,-1.61,1.57,-45.96923751840001
-1.32,0.7,3.73,3.01,0.28,-2.904727056
2.13,-0.59,-3.62,-2.56,3.09,-35.9864188416
4.24,-0.68,0.89,-0.54,-1.78,-2.4664853376000004
2.59,-0.35,1.37,0.94,-0.22,0.2568259539999999
0.05,2.61,-0.31,-0.85,-3.1,-0.10659892500000001
2.98,3.33,0.74,3.53,2.13,55.213658672399994
-4.14,-3.69,3.89,-2.55,2.47,-374.29449723899995
-2.75,-2.61,4.67,4.0,-4.84,-648.9263879999999
-4.24,-0.47,-3.82,1.45,-2.38,26.270723695999997
-0.33,2.75,4.38,-4.77,3.66,69.39372627
1.31,-3.95,0.51,4.96,-1.61,21.073958472
1.16,-4.65,-3.05,-0.0,3.78,-0.0
-2.28,-2.51,4.68,-3.27,-2.28,199.68112794239994
-3.3,4.32,-4.05,-4.06,-0.42,98.45279135999998
2.14,4.95,2.0,4.9,-1.9,-197.24166000000002
0.05,-3.23,-0.59,3.02,-1.83,-0.5266020809999999
-0.57,4.32,0.5,-0.87,-4.56,-4.88441664
0.98,-2.88,-1.33,-1.15,-2.66,11.482849728
-4.53,4.99,-4.27,3.47,1.01,338.2808952243
1.83,0.43,-0.61,-0.36,-3.16,-0.5460582384
1.54,2.72,-0.43,-1.92,-4.36,-15.078071500800002
-4.23,3.56,3.56,1.62,1.08,-93.79488026880001
3.13,1.04,2.44,-1.6,4.59,-58.331100672
-1.06,4.45,-1.11,-0.58,-0.99,3.0064365540000004
0.49,1.43,-2.88,-4.85,3.59,35.136685584
-3.64,0.83,-1.77,-4.47,-1.47,35.13804545159999
-1.89,-1.91,-0.7,-1.09,3.36,9.254628431999999
4.46,2.76,3.59,4.87,2.87,617.6596731815999
-3.5,3.87,-3.13,2.45,-4.17,-433.137201525
3.57,-1.87,0.81,2.97,-2.95,47.37762725850001
-3.09,-2.26,0.5,3.95,-3.22,-44.4109323
-4.7,-3.75,4.61,0.53,0.89,38.326214625000006
0.42,0.65,-4.51,-1.35,0.03,0.049864815
4.82,-0.19,-2.38,-2.63,-3.22,18.4581944344
0.1,-0.97,3.87,2.88,-2.76,2.9839000319999998
-2.75,-1.04,0.81,2.88,2.39,15.945621120000002
-4.99,-0.98,-0.45,-4.28,-0.23,-2.1662607960000004
-0.02,-2.01,-1.99,-4.73,2.29,0.8665143366000001
-4.33,1.69,0.59,1.35,4.41,-25.703896900500002
4.78,1.45,0.1,0.86,-2.75,-1.6391814999999998
4.44,-3.73,-4.77,2.42,-1.38,-263.81812739040004
